x,y,value
Ethnic Food,Taiwanese,0.0185729245528111
Taiwanese,Ethnic Food,0.0185729245528111
Bangladeshi,Shanghainese,0.0185014426505822
Shanghainese,Bangladeshi,0.0185014426505822
Cheese Shops,Shaved Ice,0.0181666411363176
Shaved Ice,Cheese Shops,0.0181666411363176
Persian/Iranian,Vegetarian,0.0181208818089612
Vegetarian,Persian/Iranian,0.0181208818089612
Breweries,Taiwanese,0.0181068941331851
Taiwanese,Breweries,0.0181068941331851
Arabian,Turkish,0.0180656906711387
Turkish,Arabian,0.0180656906711387
Brazilian,Italian,0.0179071091924875
Italian,Brazilian,0.0179071091924875
Arabian,Italian,0.0178897634529724
Italian,Arabian,0.0178897634529724
Cheese Shops,Taiwanese,0.0178072089324447
Taiwanese,Cheese Shops,0.0178072089324447
Meat Shops,Spanish,0.0177275930337751
Spanish,Meat Shops,0.0177275930337751
Meat Shops,Piano Bars,0.0177120726264845
Piano Bars,Meat Shops,0.0177120726264845
Cheese Shops,Cuban,0.0176810508572994
Cuban,Cheese Shops,0.0176810508572994
Caribbean,Sushi Bars,0.017678030641239
Sushi Bars,Caribbean,0.017678030641239
Delis,Turkish,0.0175672871064239
Turkish,Delis,0.0175672871064239
Cambodian,Mediterranean,0.0174178193181119
Mediterranean,Cambodian,0.0174178193181119
Dominican,Turkish,0.0173395263656843
Turkish,Dominican,0.0173395263656843
Brazilian,Cambodian,0.0172786932812494
Cambodian,Brazilian,0.0172786932812494
Caribbean,Shaved Ice,0.0171956061462127
Shaved Ice,Caribbean,0.0171956061462127
Desserts,Filipino,0.0170784582188496
Filipino,Desserts,0.0170784582188496
Bangladeshi,Live/Raw Food,0.0169701704131139
Live/Raw Food,Bangladeshi,0.0169701704131139
Meat Shops,Taiwanese,0.0167396109026022
Taiwanese,Meat Shops,0.0167396109026022
Turkish,Ukrainian,0.0167242535912556
Ukrainian,Turkish,0.0167242535912556
Dominican,Hot Pot,0.016688927606965
Hot Pot,Dominican,0.016688927606965
Middle Eastern,Persian/Iranian,0.0165171969159594
Persian/Iranian,Middle Eastern,0.0165171969159594
Falafel,Turkish,0.0164967462686314
Turkish,Falafel,0.0164967462686314
Cuban,Persian/Iranian,0.0164878910419615
Persian/Iranian,Cuban,0.0164878910419615
Latin American,Wine Bars,0.016396018909737
Wine Bars,Latin American,0.016396018909737
Breweries,Cheese Shops,0.0160233710087133
Cheese Shops,Breweries,0.0160233710087133
Bangladeshi,Persian/Iranian,0.0160147838625673
Persian/Iranian,Bangladeshi,0.0160147838625673
Delis,Egyptian,0.0159303969959771
Egyptian,Delis,0.0159303969959771
Hot Pot,Live/Raw Food,0.015656168849891
Live/Raw Food,Hot Pot,0.015656168849891
Beer Bar,Taiwanese,0.0156522130860418
Taiwanese,Beer Bar,0.0156522130860418
Bangladeshi,Salad,0.015650912740937
Salad,Bangladeshi,0.015650912740937
Specialty Food,Turkish,0.0156361503854402
Turkish,Specialty Food,0.0156361503854402
Dominican,Live/Raw Food,0.0155825455420672
Live/Raw Food,Dominican,0.0155825455420672
Egyptian,Meat Shops,0.0155501347622208
Meat Shops,Egyptian,0.0155501347622208
Brazilian,Hot Pot,0.0155350326134578
Hot Pot,Brazilian,0.0155350326134578
Cafes,Taiwanese,0.0154583844185191
Taiwanese,Cafes,0.0154583844185191
Dominican,Italian,0.01536426369568
Italian,Dominican,0.01536426369568
Patisserie/Cake Shop,Taiwanese,0.0153162038743839
Taiwanese,Patisserie/Cake Shop,0.0153162038743839
Dominican,Taiwanese,0.0153153469313663
Taiwanese,Dominican,0.0153153469313663
Food Delivery Services,Mediterranean,0.0151609480360558
Mediterranean,Food Delivery Services,0.0151609480360558
Patisserie/Cake Shop,Ukrainian,0.015120698170666
Ukrainian,Patisserie/Cake Shop,0.015120698170666
Arabian,Bangladeshi,0.0150822619568088
Bangladeshi,Arabian,0.0150822619568088
Breweries,Mediterranean,0.0150059161545655
Mediterranean,Breweries,0.0150059161545655
Egyptian,Falafel,0.0149339573830007
Falafel,Egyptian,0.0149339573830007
Brazilian,Falafel,0.0148048375529632
Falafel,Brazilian,0.0148048375529632
Persian/Iranian,Pizza,0.0147508185589397
Pizza,Persian/Iranian,0.0147508185589397
Patisserie/Cake Shop,Persian/Iranian,0.0147289953207183
Persian/Iranian,Patisserie/Cake Shop,0.0147289953207183
Cheese Shops,Vegetarian,0.0147169680873272
Vegetarian,Cheese Shops,0.0147169680873272
Italian,Meat Shops,0.0146805713456412
Meat Shops,Italian,0.0146805713456412
Live/Raw Food,Taiwanese,0.0146565053403318
Taiwanese,Live/Raw Food,0.0146565053403318
Brazilian,Middle Eastern,0.0146481359131786
Middle Eastern,Brazilian,0.0146481359131786
Cantonese,Middle Eastern,0.0145758325225243
Middle Eastern,Cantonese,0.0145758325225243
Cambodian,Thai,0.0145317907064503
Thai,Cambodian,0.0145317907064503
Pubs,Sushi Bars,0.014518758391269
Sushi Bars,Pubs,0.014518758391269
Filipino,Vegetarian,0.0141770847007103
Vegetarian,Filipino,0.0141770847007103
Bangladeshi,Taiwanese,0.0141732949138225
Taiwanese,Bangladeshi,0.0141732949138225
Filipino,Sushi Bars,0.0141044810442012
Sushi Bars,Filipino,0.0141044810442012
Pubs,Spanish,0.0140919198355834
Spanish,Pubs,0.0140919198355834
Brazilian,Ethnic Food,0.0137918304559211
Ethnic Food,Brazilian,0.0137918304559211
Italian,Mediterranean,0.0136674092068489
Mediterranean,Italian,0.0136674092068489
Brazilian,Latin American,0.013663238340782
Latin American,Brazilian,0.013663238340782
Persian/Iranian,Thai,0.0136470317584988
Thai,Persian/Iranian,0.0136470317584988
Egyptian,Gelato,0.0136336415105529
Gelato,Egyptian,0.0136336415105529
Mediterranean,Spanish,0.0136142535286535
Spanish,Mediterranean,0.0136142535286535
Live/Raw Food,Middle Eastern,0.0136083111553001
Middle Eastern,Live/Raw Food,0.0136083111553001
Egyptian,Filipino,0.013588049160949
Filipino,Egyptian,0.013588049160949
Food Court,Gelato,0.0134806191364543
Gelato,Food Court,0.0134806191364543
Dominican,Ethnic Food,0.0133313826272238
Ethnic Food,Dominican,0.0133313826272238
Gelato,Live/Raw Food,0.0132530250317703
Live/Raw Food,Gelato,0.0132530250317703
Bangladeshi,Caribbean,0.0132164645200256
Caribbean,Bangladeshi,0.0132164645200256
Indonesian,Persian/Iranian,0.0129416406659565
Persian/Iranian,Indonesian,0.0129416406659565
Piano Bars,Pubs,0.0129343832205249
Pubs,Piano Bars,0.0129343832205249
Brazilian,Turkish,0.0129236693901151
Turkish,Brazilian,0.0129236693901151
Shanghainese,Shaved Ice,0.0129050756993862
Shaved Ice,Shanghainese,0.0129050756993862
Indonesian,Patisserie/Cake Shop,0.0128339170646816
Patisserie/Cake Shop,Indonesian,0.0128339170646816
Cafes,Desserts,0.0128245166080135
Desserts,Cafes,0.0128245166080135
Ethnic Food,Latin American,0.0127598602662961
Latin American,Ethnic Food,0.0127598602662961
Brazilian,Dominican,0.0127109152442448
Dominican,Brazilian,0.0127109152442448
Cantonese,Shaved Ice,0.0126879981869903
Shaved Ice,Cantonese,0.0126879981869903
Caribbean,Shanghainese,0.0125390233540157
Shanghainese,Caribbean,0.0125390233540157
Cantonese,Latin American,0.0122705695974183
Latin American,Cantonese,0.0122705695974183
Egyptian,Fast Food,0.0122039877731653
Fast Food,Egyptian,0.0122039877731653
Arabian,Breweries,0.0121508497254558
Breweries,Arabian,0.0121508497254558
Delis,Middle Eastern,0.0119891035750053
Middle Eastern,Delis,0.0119891035750053
Bangladeshi,Cuban,0.0119409660852639
Cuban,Bangladeshi,0.0119409660852639
Cantonese,Italian,0.0119169679333064
Italian,Cantonese,0.0119169679333064
Breweries,Cuban,0.0118859482053234
Cuban,Breweries,0.0118859482053234
Thai,Wine Bars,0.0117794150899764
Wine Bars,Thai,0.0117794150899764
Bangladeshi,Brazilian,0.0117481908643147
Brazilian,Bangladeshi,0.0117481908643147
Caribbean,Specialty Food,0.0116869859473464
Specialty Food,Caribbean,0.0116869859473464
Cambodian,Cupcakes,0.0114522420821698
Cupcakes,Cambodian,0.0114522420821698
Food Court,Middle Eastern,0.0114454705815602
Middle Eastern,Food Court,0.0114454705815602
Persian/Iranian,Piano Bars,0.0113433527459528
Piano Bars,Persian/Iranian,0.0113433527459528
Bangladeshi,Food Court,0.0110409054966419
Food Court,Bangladeshi,0.0110409054966419
Cambodian,Specialty Food,0.0108448248028028
Specialty Food,Cambodian,0.0108448248028028
Falafel,Filipino,0.0108328006209604
Filipino,Falafel,0.0108328006209604
Gelato,Italian,0.0107474362528462
Italian,Gelato,0.0107474362528462
Soup,Taiwanese,0.0106141382431318
Taiwanese,Soup,0.0106141382431318
Filipino,Shanghainese,0.010577079286514
Shanghainese,Filipino,0.010577079286514
Filipino,Middle Eastern,0.0104954191828104
Middle Eastern,Filipino,0.0104954191828104
Filipino,Hot Pot,0.0104445509574633
Hot Pot,Filipino,0.0104445509574633
Italian,Sushi Bars,0.0103947041589801
Sushi Bars,Italian,0.0103947041589801
Pubs,Taiwanese,0.0103535482615854
Taiwanese,Pubs,0.0103535482615854
Dominican,Indonesian,0.0103190242934383
Indonesian,Dominican,0.0103190242934383
Bangladeshi,Middle Eastern,0.0102322644341377
Middle Eastern,Bangladeshi,0.0102322644341377
Bangladeshi,Spanish,0.0102247125666023
Spanish,Bangladeshi,0.0102247125666023
Indonesian,Soup,0.0100502615555008
Soup,Indonesian,0.0100502615555008
Italian,Shanghainese,0.00999877081416033
Shanghainese,Italian,0.00999877081416033
Dominican,Food Delivery Services,0.00993275554420023
Food Delivery Services,Dominican,0.00993275554420023
Food Delivery Services,Taiwanese,0.00983062263729625
Taiwanese,Food Delivery Services,0.00983062263729625
Falafel,Taiwanese,0.00977221124631581
Taiwanese,Falafel,0.00977221124631581
Cheese Shops,Thai,0.00976752258516644
Thai,Cheese Shops,0.00976752258516644
Spanish,Ukrainian,0.00954482637543706
Ukrainian,Spanish,0.00954482637543706
Hot Pot,Soup,0.00940298691545915
Soup,Hot Pot,0.00940298691545915
Brazilian,Shanghainese,0.0092857920673047
Shanghainese,Brazilian,0.0092857920673047
Shanghainese,Soup,0.0092792621712181
Soup,Shanghainese,0.0092792621712181
Middle Eastern,Pizza,0.00927459602441407
Pizza,Middle Eastern,0.00927459602441407
Arabian,Laotian,0.00920093279700222
Laotian,Arabian,0.00920093279700222
Hot Pot,Persian/Iranian,0.0090602237082182
Persian/Iranian,Hot Pot,0.0090602237082182
Cafes,Filipino,0.00895633910915234
Filipino,Cafes,0.00895633910915234
Shanghainese,Specialty Food,0.00881725435794596
Specialty Food,Shanghainese,0.00881725435794596
Specialty Food,Vegetarian,0.00871857525851711
Vegetarian,Specialty Food,0.00871857525851711
Cambodian,Cuban,0.00851720196467119
Cuban,Cambodian,0.00851720196467119
Beer Bar,Persian/Iranian,0.00831671154977434
Persian/Iranian,Beer Bar,0.00831671154977434
Hot Pot,Laotian,0.00831268085928782
Laotian,Hot Pot,0.00831268085928782
Breweries,Live/Raw Food,0.00831065809796427
Live/Raw Food,Breweries,0.00831065809796427
Beer Bar,Middle Eastern,0.00813391306580116
Middle Eastern,Beer Bar,0.00813391306580116
Piano Bars,Shanghainese,0.00802204499846856
Shanghainese,Piano Bars,0.00802204499846856
Meat Shops,Ukrainian,0.00785205626862856
Ukrainian,Meat Shops,0.00785205626862856
Desserts,Mediterranean,0.00778458681940949
Mediterranean,Desserts,0.00778458681940949
Beer Bar,Cambodian,0.00773388399836722
Cambodian,Beer Bar,0.00773388399836722
Brazilian,Fast Food,0.00772255933873017
Fast Food,Brazilian,0.00772255933873017
Caribbean,Soup,0.00772082838755572
Soup,Caribbean,0.00772082838755572
Bangladeshi,Soup,0.00761191658569176
Soup,Bangladeshi,0.00761191658569176
Caribbean,Vegetarian,0.0073963440221066
Vegetarian,Caribbean,0.0073963440221066
Desserts,Hot Pot,0.0073898729873009
Hot Pot,Desserts,0.0073898729873009
Beer Bar,Cheese Shops,0.00675040350827683
Cheese Shops,Beer Bar,0.00675040350827683
Cheese Shops,Turkish,0.00660725158793309
Turkish,Cheese Shops,0.00660725158793309
Persian/Iranian,Shanghainese,0.00635544529313141
Shanghainese,Persian/Iranian,0.00635544529313141
Filipino,Specialty Food,0.00628693784400847
Specialty Food,Filipino,0.00628693784400847
Middle Eastern,Vegetarian,0.00620411324164631
Vegetarian,Middle Eastern,0.00620411324164631
Ethnic Food,Sushi Bars,0.00609551435464981
Sushi Bars,Ethnic Food,0.00609551435464981
Cuban,Middle Eastern,0.00607825132258467
Middle Eastern,Cuban,0.00607825132258467
Cambodian,Vegetarian,0.00602341352788049
Vegetarian,Cambodian,0.00602341352788049
Middle Eastern,Thai,0.00600950061615115
Thai,Middle Eastern,0.00600950061615115
Fast Food,Vegetarian,0.0060017960236848
Vegetarian,Fast Food,0.0060017960236848
Salad,Wine Bars,0.00597916652162184
Wine Bars,Salad,0.00597916652162184
Dominican,Meat Shops,0.00595173213175897
Meat Shops,Dominican,0.00595173213175897
Taiwanese,Thai,0.00589439811074921
Thai,Taiwanese,0.00589439811074921
Filipino,Spanish,0.00587000470867981
Spanish,Filipino,0.00587000470867981
Falafel,Latin American,0.00585985544068734
Latin American,Falafel,0.00585985544068734
Ethnic Food,Live/Raw Food,0.00580962425254467
Live/Raw Food,Ethnic Food,0.00580962425254467
Patisserie/Cake Shop,Pubs,0.00568500107591818
Pubs,Patisserie/Cake Shop,0.00568500107591818
Laotian,Pubs,0.00563459939097328
Pubs,Laotian,0.00563459939097328
Cantonese,Delis,0.00561628361051572
Delis,Cantonese,0.00561628361051572
Falafel,Salad,0.00558316132575255
Salad,Falafel,0.00558316132575255
Beer Bar,Salad,0.00540108305166476
Salad,Beer Bar,0.00540108305166476
Laotian,Patisserie/Cake Shop,0.00528324870517218
Patisserie/Cake Shop,Laotian,0.00528324870517218
Bangladeshi,Latin American,0.00520385399555245
Latin American,Bangladeshi,0.00520385399555245
Brazilian,Mediterranean,0.00501301842774829
Mediterranean,Brazilian,0.00501301842774829
Cambodian,Food Delivery Services,0.0049725739941601
Food Delivery Services,Cambodian,0.0049725739941601
Food Court,Vegetarian,0.00491895315504968
Vegetarian,Food Court,0.00491895315504968
Bangladeshi,Meat Shops,0.00474492772285095
Meat Shops,Bangladeshi,0.00474492772285095
Persian/Iranian,Salad,0.00468190320903026
Salad,Persian/Iranian,0.00468190320903026
Caribbean,Laotian,0.00466812585316771
Laotian,Caribbean,0.00466812585316771
Bangladeshi,Filipino,0.00465428384323474
Filipino,Bangladeshi,0.00465428384323474
Persian/Iranian,Spanish,0.00462332731838463
Spanish,Persian/Iranian,0.00462332731838463
Cantonese,Cheese Shops,0.00432525626090574
Cheese Shops,Cantonese,0.00432525626090574
Laotian,Specialty Food,0.0041707319774145
Specialty Food,Laotian,0.0041707319774145
Cupcakes,Turkish,0.00408764258062743
Turkish,Cupcakes,0.00408764258062743
Bangladeshi,Pizza,0.00397824086869404
Pizza,Bangladeshi,0.00397824086869404
Pizza,Taiwanese,0.00395517632501846
Taiwanese,Pizza,0.00395517632501846
Ethnic Food,Ukrainian,0.00395081168326104
Ukrainian,Ethnic Food,0.00395081168326104
Gelato,Salad,0.00392737916581167
Salad,Gelato,0.00392737916581167
Cupcakes,Egyptian,0.00382008379974049
Egyptian,Cupcakes,0.00382008379974049
Delis,Laotian,0.00381777536602328
Laotian,Delis,0.00381777536602328
Laotian,Vegetarian,0.00380252297806841
Vegetarian,Laotian,0.00380252297806841
Indonesian,Turkish,0.0036789380455323
Turkish,Indonesian,0.0036789380455323
Bangladeshi,Cheese Shops,0.00364876900938729
Cheese Shops,Bangladeshi,0.00364876900938729
Cambodian,Live/Raw Food,0.00341874837614715
Live/Raw Food,Cambodian,0.00341874837614715
Indonesian,Live/Raw Food,0.00337335054023395
Live/Raw Food,Indonesian,0.00337335054023395
Ethnic Food,Hot Pot,0.00330894484969904
Hot Pot,Ethnic Food,0.00330894484969904
Laotian,Shanghainese,0.00314772240686451
Shanghainese,Laotian,0.00314772240686451
Cambodian,Dominican,0.00308868731145828
Dominican,Cambodian,0.00308868731145828
Cambodian,Falafel,0.00303967475589306
Falafel,Cambodian,0.00303967475589306
Live/Raw Food,Mediterranean,0.00298124290448327
Mediterranean,Live/Raw Food,0.00298124290448327
Arabian,Brazilian,0.0029601473175226
Brazilian,Arabian,0.0029601473175226
Meat Shops,Turkish,0.00287212409343588
Turkish,Meat Shops,0.00287212409343588
Cuban,Dominican,0.00279543954540959
Dominican,Cuban,0.00279543954540959
Cheese Shops,Egyptian,0.00275266829194725
Egyptian,Cheese Shops,0.00275266829194725
Turkish,Vegetarian,0.00270158107455756
Vegetarian,Turkish,0.00270158107455756
Cantonese,Laotian,0.00269269801250126
Laotian,Cantonese,0.00269269801250126
Salad,Thai,0.00259333043624845
Thai,Salad,0.00259333043624845
Gelato,Shanghainese,0.00255026937880701
Shanghainese,Gelato,0.00255026937880701
Brazilian,Desserts,0.00254788039723688
Desserts,Brazilian,0.00254788039723688
Brazilian,Soup,0.00251435174214186
Soup,Brazilian,0.00251435174214186
Cafes,Laotian,0.0024739389150862
Laotian,Cafes,0.0024739389150862
Arabian,Persian/Iranian,0.00245948602623294
Persian/Iranian,Arabian,0.00245948602623294
Egyptian,Middle Eastern,0.00237348140324845
Middle Eastern,Egyptian,0.00237348140324845
Arabian,Indonesian,0.002341206601666
Indonesian,Arabian,0.002341206601666
Fast Food,Meat Shops,0.00221771523229765
Meat Shops,Fast Food,0.00221771523229765
Dominican,Filipino,0.00212645218425674
Filipino,Dominican,0.00212645218425674
Delis,Dominican,0.00212138703000488
Dominican,Delis,0.00212138703000488
Salad,Shanghainese,0.00211048566612064
Shanghainese,Salad,0.00211048566612064
Meat Shops,Shanghainese,0.00210475431527046
Shanghainese,Meat Shops,0.00210475431527046
Mediterranean,Soup,0.00207212196475925
Soup,Mediterranean,0.00207212196475925
Shaved Ice,Vegetarian,0.00199109074998948
Vegetarian,Shaved Ice,0.00199109074998948
Desserts,Dominican,0.00188158381534946
Dominican,Desserts,0.00188158381534946
Falafel,Hot Pot,0.00179326036227002
Hot Pot,Falafel,0.00179326036227002
Cuban,Ukrainian,0.0017795664305349
Ukrainian,Cuban,0.0017795664305349
Breweries,Caribbean,0.00171867864090175
Caribbean,Breweries,0.00171867864090175
Salad,Turkish,0.00168745867401675
Turkish,Salad,0.00168745867401675
Food Delivery Services,Turkish,0.00166105496242151
Turkish,Food Delivery Services,0.00166105496242151
Arabian,Falafel,0.00164660893689672
Falafel,Arabian,0.00164660893689672
Breweries,Cantonese,0.00161248078506517
Cantonese,Breweries,0.00161248078506517
Cantonese,Dominican,0.00158761034875297
Dominican,Cantonese,0.00158761034875297
Bangladeshi,Piano Bars,0.00155977011287181
Piano Bars,Bangladeshi,0.00155977011287181
Shanghainese,Turkish,0.00142868280894245
Turkish,Shanghainese,0.00142868280894245
Bangladeshi,Ukrainian,0.00142477964479841
Ukrainian,Bangladeshi,0.00142477964479841
Live/Raw Food,Pizza,0.0013516629754155
Pizza,Live/Raw Food,0.0013516629754155
Salad,Shaved Ice,0.00119346308773266
Shaved Ice,Salad,0.00119346308773266
Egyptian,Mediterranean,0.00106869990528054
Mediterranean,Egyptian,0.00106869990528054
Breweries,Pubs,0.00102715857466458
Pubs,Breweries,0.00102715857466458
Piano Bars,Vegetarian,0.000948127602650047
Vegetarian,Piano Bars,0.000948127602650047
Salad,Spanish,0.000880497583896071
Spanish,Salad,0.000880497583896071
Bangladeshi,Ethnic Food,0.000847170588822414
Ethnic Food,Bangladeshi,0.000847170588822414
Middle Eastern,Spanish,0.000818369754029299
Spanish,Middle Eastern,0.000818369754029299
Filipino,Turkish,0.000808656785297164
Turkish,Filipino,0.000808656785297164
Delis,Patisserie/Cake Shop,0.00079744083729146
Patisserie/Cake Shop,Delis,0.00079744083729146
Patisserie/Cake Shop,Specialty Food,0.000721049642355753
Specialty Food,Patisserie/Cake Shop,0.000721049642355753
Breweries,Shanghainese,0.000671364633979521
Shanghainese,Breweries,0.000671364633979521
Desserts,Vegetarian,0.000575062905837391
Vegetarian,Desserts,0.000575062905837391
Cheese Shops,Salad,0.000544275555468891
Salad,Cheese Shops,0.000544275555468891
Egyptian,Wine Bars,0.000533571587970768
Wine Bars,Egyptian,0.000533571587970768
Beer Bar,Pizza,0.000383967815673366
Pizza,Beer Bar,0.000383967815673366
Filipino,Meat Shops,0.000300360508340902
Meat Shops,Filipino,0.000300360508340902
Cambodian,Persian/Iranian,0.000263483634179066
Persian/Iranian,Cambodian,0.000263483634179066
Cupcakes,Gelato,0.000231840649004722
Gelato,Cupcakes,0.000231840649004722
Cheese Shops,Laotian,0.000178098230873536
Laotian,Cheese Shops,0.000178098230873536
Food Delivery Services,Live/Raw Food,5.16183403070543E-05
Live/Raw Food,Food Delivery Services,5.16183403070543E-05
