scheme,netloc,source,port,subdomain,domain,suffix
https,sync.1rx.io,sync.1rx.io,None,sync,1rx,io
https,sync.1rx.io,sync.1rx.io,None,sync,1rx,io
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
https,s0.2mdn.net,s0.2mdn.net,None,s0,2mdn,net
http,46.101.24.45,46.101.24.45,None,,46.101.24.45,
https,sp.adbrn.com,sp.adbrn.com,None,sp,adbrn,com
http,m.addthis.com,m.addthis.com,None,m,addthis,com
http,m.addthis.com,m.addthis.com,None,m,addthis,com
http,s7.addthis.com,s7.addthis.com,None,s7,addthis,com
http,s7.addthis.com,s7.addthis.com,None,s7,addthis,com
http,s7.addthis.com,s7.addthis.com,None,s7,addthis,com
http,s7.addthis.com,s7.addthis.com,None,s7,addthis,com
https,m.addthis.com,m.addthis.com,None,m,addthis,com
https,m.addthis.com,m.addthis.com,None,m,addthis,com
https,s7.addthis.com,s7.addthis.com,None,s7,addthis,com
https,s7.addthis.com,s7.addthis.com,None,s7,addthis,com
http,m.addthisedge.com,m.addthisedge.com,None,m,addthisedge,com
http,m.addthisedge.com,m.addthisedge.com,None,m,addthisedge,com
https,m.addthisedge.com,m.addthisedge.com,None,m,addthisedge,com
https,rtb.adentifi.com,rtb.adentifi.com,None,rtb,adentifi,com
https,rtb.adentifi.com,rtb.adentifi.com,None,rtb,adentifi,com
https,rtb.adentifi.com,rtb.adentifi.com,None,rtb,adentifi,com
https,track.adform.net,track.adform.net,None,track,adform,net
https,track.adform.net,track.adform.net,None,track,adform,net
https,px.adhigh.net,px.adhigh.net,None,px,adhigh,net
https,px.adhigh.net,px.adhigh.net,None,px,adhigh,net
http,ib.adnxs.com,ib.adnxs.com,None,ib,adnxs,com
http,ib.adnxs.com,ib.adnxs.com,None,ib,adnxs,com
https,ib.adnxs.com,ib.adnxs.com,None,ib,adnxs,com
https,ib.adnxs.com,ib.adnxs.com,None,ib,adnxs,com
https,ib.adnxs.com,ib.adnxs.com,None,ib,adnxs,com
https,ib.adnxs.com,ib.adnxs.com,None,ib,adnxs,com
http,match.adsrvr.org,match.adsrvr.org,None,match,adsrvr,org
http,match.adsrvr.org,match.adsrvr.org,None,match,adsrvr,org
https,match.adsrvr.org,match.adsrvr.org,None,match,adsrvr,org
https,match.adsrvr.org,match.adsrvr.org,None,match,adsrvr,org
https,match.adsrvr.org,match.adsrvr.org,None,match,adsrvr,org
https,p.adsymptotic.com,p.adsymptotic.com,None,p,adsymptotic,com
https,p.adsymptotic.com,p.adsymptotic.com,None,p,adsymptotic,com
https,p.adsymptotic.com,p.adsymptotic.com,None,p,adsymptotic,com
https,p.adsymptotic.com,p.adsymptotic.com,None,p,adsymptotic,com
https,p.adsymptotic.com,p.adsymptotic.com,None,p,adsymptotic,com
http,www.advconversion.com,www.advconversion.com,None,www,advconversion,com
https,li.pxl.ace.advertising.com,li.pxl.ace.advertising.com,None,li.pxl.ace,advertising,com
https,li.pxl.ace.advertising.com,li.pxl.ace.advertising.com,None,li.pxl.ace,advertising,com
https,li.pxl.ace.advertising.com,li.pxl.ace.advertising.com,None,li.pxl.ace,advertising,com
https,li.pxl.ace.advertising.com,li.pxl.ace.advertising.com,None,li.pxl.ace,advertising,com
https,pub.pxl.ace.advertising.com,pub.pxl.ace.advertising.com,None,pub.pxl.ace,advertising,com
https,pub.pxl.ace.advertising.com,pub.pxl.ace.advertising.com,None,pub.pxl.ace,advertising,com
https,sync.adaptv.advertising.com,sync.adaptv.advertising.com,None,sync.adaptv,advertising,com
https,ad.afy11.net,ad.afy11.net,None,ad,afy11,net
https,aa.agkn.com,aa.agkn.com,None,aa,agkn,com
https,d.agkn.com,d.agkn.com,None,d,agkn,com
https,match.basebanner.com,match.basebanner.com,None,match,basebanner,com
https,match.prod.bidr.io,match.prod.bidr.io,None,match.prod,bidr,io
https,x.bidswitch.net,x.bidswitch.net,None,x,bidswitch,net
https,x.bidswitch.net,x.bidswitch.net,None,x,bidswitch,net
https,x.bidswitch.net,x.bidswitch.net,None,x,bidswitch,net
https,x.bidswitch.net,x.bidswitch.net,None,x,bidswitch,net
https,x.bidswitch.net,x.bidswitch.net,None,x,bidswitch,net
https,x.bidswitch.net,x.bidswitch.net,None,x,bidswitch,net
http,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
http,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
http,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
http,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
https,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
https,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
https,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
https,tags.bluekai.com,tags.bluekai.com,None,tags,bluekai,com
https,geo-um.btrll.com,geo-um.btrll.com,None,geo-um,btrll,com
https,cms.c1exchange.com,cms.c1exchange.com,None,cms,c1exchange,com
https,px.c1exchange.com,px.c1exchange.com,None,px,c1exchange,com
https,epiv.cardlytics.com,epiv.cardlytics.com,None,epiv,cardlytics,com
https,ads.celtra.com,ads.celtra.com,None,ads,celtra,com
https,cache-ssl.celtra.com,cache-ssl.celtra.com,None,cache-ssl,celtra,com
https,cache-ssl.celtra.com,cache-ssl.celtra.com,None,cache-ssl,celtra,com
https,cache-ssl.celtra.com,cache-ssl.celtra.com,None,cache-ssl,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,track.celtra.com,track.celtra.com,None,track,celtra,com
https,ping.chartbeat.net,ping.chartbeat.net,None,ping,chartbeat,net
https,ping.chartbeat.net,ping.chartbeat.net,None,ping,chartbeat,net
https,ping.chartbeat.net,ping.chartbeat.net,None,ping,chartbeat,net
https,static.chartbeat.com,static.chartbeat.com,None,static,chartbeat,com
https,cdnjs.cloudflare.com,cdnjs.cloudflare.com,None,cdnjs,cloudflare,com
https,cdnjs.cloudflare.com,cdnjs.cloudflare.com,None,cdnjs,cloudflare,com
https,cdnjs.cloudflare.com,cdnjs.cloudflare.com,None,cdnjs,cloudflare,com
https,cdnjs.cloudflare.com,cdnjs.cloudflare.com,None,cdnjs,cloudflare,com
https,cdnjs.cloudflare.com,cdnjs.cloudflare.com,None,cdnjs,cloudflare,com
https,cdnjs.cloudflare.com,cdnjs.cloudflare.com,None,cdnjs,cloudflare,com
https,rtb-px.content.ad,rtb-px.content.ad,None,rtb-px,content,ad
https,rtb-px.content.ad,rtb-px.content.ad,None,rtb-px,content,ad
https,bh.contextweb.com,bh.contextweb.com,None,bh,contextweb,com
https,bh.contextweb.com,bh.contextweb.com,None,bh,contextweb,com
https,bh.contextweb.com,bh.contextweb.com,None,bh,contextweb,com
https,s.cpx.to,s.cpx.to,None,s,cpx,to
https,bcp.crwdcntrl.net,bcp.crwdcntrl.net,None,bcp,crwdcntrl,net
https,bcp.crwdcntrl.net,bcp.crwdcntrl.net,None,bcp,crwdcntrl,net
http,dpm.demdex.net,dpm.demdex.net,None,dpm,demdex,net
https,dpm.demdex.net,dpm.demdex.net,None,dpm,demdex,net
http,celebtricity.disqus.com,celebtricity.disqus.com,None,celebtricity,disqus,com
https,celebtricity.disqus.com,celebtricity.disqus.com,None,celebtricity,disqus,com
https,celebtricity.disqus.com,celebtricity.disqus.com,None,celebtricity,disqus,com
https,disqus.com,disqus.com,None,,disqus,com
https,disqus.com,disqus.com,None,,disqus,com
https,disqus.com,disqus.com,None,,disqus,com
https,disqus.com,disqus.com,None,,disqus,com
https,glitter.services.disqus.com,glitter.services.disqus.com,None,glitter.services,disqus,com
https,links.services.disqus.com,links.services.disqus.com,None,links.services,disqus,com
https,referrer.disqus.com,referrer.disqus.com,None,referrer,disqus,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,c.disquscdn.com,c.disquscdn.com,None,c,disquscdn,com
https,pubmatic-match.dotomi.com,pubmatic-match.dotomi.com,None,pubmatic-match,dotomi,com
https,pubmatic-match.dotomi.com,pubmatic-match.dotomi.com,None,pubmatic-match,dotomi,com
http,cm.g.doubleclick.net,cm.g.doubleclick.net,None,cm.g,doubleclick,net
https,ad.doubleclick.net,ad.doubleclick.net,None,ad,doubleclick,net
https,ad.doubleclick.net,ad.doubleclick.net,None,ad,doubleclick,net
https,ad.doubleclick.net,ad.doubleclick.net,None,ad,doubleclick,net
https,adx.g.doubleclick.net,adx.g.doubleclick.net,None,adx.g,doubleclick,net
https,cm.g.doubleclick.net,cm.g.doubleclick.net,None,cm.g,doubleclick,net
https,cm.g.doubleclick.net,cm.g.doubleclick.net,None,cm.g,doubleclick,net
https,cm.g.doubleclick.net,cm.g.doubleclick.net,None,cm.g,doubleclick,net
https,cm.g.doubleclick.net,cm.g.doubleclick.net,None,cm.g,doubleclick,net
