time,lat,lng,height
2015-08-20 04:04:50.751,35.016995,32.508565,81.69999694824219
2015-08-20 04:04:54.827,35.017093,32.508588,81.5
2015-08-20 04:04:55.741,35.017118,32.508594,81.30000305175781
2015-08-20 04:04:59.953,35.017211,32.508622,81.69999694824219
2015-08-20 04:05:00.898,35.017233,32.508629,81.9000015258789
2015-08-20 04:05:04.825,35.017327,32.50865,83.69999694824219
2015-08-20 04:05:05.753,35.017352,32.508654,83.9000015258789
2015-08-20 04:05:09.820,35.017453,32.508676,85.80000305175781
2015-08-20 04:05:10.752,35.017477,32.508681,85.19999694824219
2015-08-20 04:05:14.782,35.017574,32.508707,85.0
2015-08-20 04:05:15.746,35.017599,32.508715,84.69999694824219
2015-08-20 04:05:18.810,35.017679,32.508727,84.30000305175781
2015-08-20 04:05:19.754,35.017706,32.508727,85.0999984741211
2015-08-20 04:05:23.821,35.017811,32.508727,85.19999694824219
2015-08-20 04:05:24.748,35.017839,32.508732,85.19999694824219
2015-08-20 04:05:27.786,35.017921,32.508745,84.4000015258789
2015-08-20 04:05:28.751,35.01795,32.508745,84.69999694824219
2015-08-20 04:05:31.779,35.018032,32.508764,84.69999694824219
2015-08-20 04:05:32.778,35.01806,32.508771,84.5
2015-08-20 04:05:35.827,35.018146,32.508779,84.69999694824219
2015-08-20 04:05:36.757,35.018173,32.508782,83.30000305175781
2015-08-20 04:05:40.868,35.018274,32.508792,83.5
2015-08-20 04:05:41.830,35.018298,32.508795,84.5
2015-08-20 04:05:45.830,35.018397,32.508801,83.69999694824219
2015-08-20 04:05:46.745,35.018421,32.508802,82.80000305175781
2015-08-20 04:05:50.865,35.018515,32.508796,80.9000015258789
2015-08-20 04:05:51.774,35.018539,32.508792,81.5
2015-08-20 04:05:55.985,35.018637,32.508787,82.5999984741211
2015-08-20 04:05:56.877,35.01866,32.508784,82.9000015258789
2015-08-20 04:06:01.100,35.018762,32.508772,84.80000305175781
2015-08-20 04:06:01.788,35.018789,32.508772,84.80000305175781
2015-08-20 04:06:04.895,35.018874,32.508772,84.69999694824219
2015-08-20 04:06:05.832,35.018902,32.508774,83.80000305175781
2015-08-20 04:06:08.882,35.018988,32.50878,82.0999984741211
2015-08-20 04:06:10.029,35.019016,32.508783,81.80000305175781
2015-08-20 04:06:12.907,35.019104,32.508795,80.5999984741211
2015-08-20 04:06:13.760,35.019135,32.508798,79.5
2015-08-20 04:06:16.824,35.01922,32.508818,80.5
2015-08-20 04:06:17.748,35.019248,32.508826,79.5
2015-08-20 04:06:20.825,35.019327,32.508859,79.4000015258789
2015-08-20 04:06:21.750,35.019355,32.508868,79.9000015258789
2015-08-20 04:06:24.830,35.019439,32.508895,80.0
2015-08-20 04:06:25.755,35.019465,32.508902,80.4000015258789
2015-08-20 04:06:28.846,35.019544,32.508922,79.0
2015-08-20 04:06:29.760,35.019568,32.50893,79.30000305175781
2015-08-20 04:06:33.815,35.019661,32.50896,79.5
2015-08-20 04:06:34.814,35.019684,32.508969,80.19999694824219
2015-08-20 04:06:38.879,35.019779,32.509004,80.4000015258789
2015-08-20 04:06:39.758,35.019804,32.509014,79.19999694824219
2015-08-20 04:06:42.786,35.01988,32.509039,79.9000015258789
2015-08-20 04:06:43.754,35.019905,32.509046,79.4000015258789
2015-08-20 04:06:47.808,35.019981,32.509086,80.0
2015-08-20 04:06:48.764,35.019999,32.509093,79.69999694824219
2015-08-20 04:06:53.841,35.020097,32.509119,80.0
2015-08-20 04:06:54.756,35.020119,32.509125,79.30000305175781
2015-08-20 04:06:58.908,35.020204,32.509153,81.5999984741211
2015-08-20 04:06:59.766,35.020226,32.509157,81.80000305175781
2015-08-20 04:07:04.844,35.020326,32.509181,83.19999694824219
2015-08-20 04:07:05.792,35.020345,32.509186,82.0999984741211
2015-08-20 04:07:09.806,35.020426,32.509207,82.5999984741211
2015-08-20 04:07:10.753,35.020448,32.509211,81.9000015258789
2015-08-20 04:07:14.850,35.020537,32.509228,82.30000305175781
2015-08-20 04:07:15.779,35.020559,32.509234,82.5
2015-08-20 04:07:19.852,35.02065,32.50925,87.4000015258789
2015-08-20 04:07:20.770,35.020673,32.509254,86.9000015258789
2015-08-20 04:07:24.887,35.020759,32.509278,88.0999984741211
2015-08-20 04:07:25.772,35.020781,32.509284,88.69999694824219
2015-08-20 04:07:29.868,35.020867,32.509304,89.5999984741211
2015-08-20 04:07:30.822,35.020888,32.509309,88.4000015258789
2015-08-20 04:07:34.900,35.020976,32.509322,89.0999984741211
2015-08-20 04:07:35.760,35.020997,32.509325,87.9000015258789
