channel_title,trending_count,views,subscribers,classification
Patrick Nan,1,546909,4717.0,Conventional Viral
PatrickStarrr,3,343736,3512637.0,Youtuber
Paul Sellers,1,32987,274519.0,Youtuber
Peaceful Cuisine,1,42033,1234505.0,Youtuber
PekingDukVEVO,1,26117,24847.0,Music
Peloton,1,95174,4857.0,Commercial
Penguin Books South Africa,1,2075,748.0,Commercial
Penguin Books UK,1,51474,15889.0,Commercial
People are Awesome,2,378201,2376164.0,Youtuber
PeopleTV,2,84053,253905.0,Traditional Media
Pepsi,2,2047211,806108.0,Commercial
Pero Like,1,306854,724998.0,Youtuber
Persil ProClean,1,8300,4231.0,Commercial
PetaPixel,1,2457408,5912.0,Youtuber
Peter Brown,2,164001,556911.0,Youtuber
Peter Caine Dog Training,1,169390,43211.0,Youtuber
Peter McKinnon,4,302328,1819347.0,Youtuber
PeterSripol,1,97007,483293.0,Youtuber
PhakeNam,1,18264,3026.0,Conventional Viral
PhilPhillipsVEVO,1,38068,461134.0,Music
Philadelphia 76ers,1,12831,15199.0,Traditional Media
Philadelphia Eagles,1,213825,44918.0,Traditional Media
Philip DeFranco,2,1454891,6066228.0,Youtuber
Physics Girl,3,259343,830493.0,Youtuber
Pies Are Awesome,1,1515,1576.0,Conventional Viral
Pinball Wiz,1,1692774,3882.0,Conventional Viral
PinkVEVO,3,1103074,7582837.0,Music
PitbullVEVO,2,812864,10007174.0,Music
Pitch Perfect,2,494560,351366.0,Traditional Media
Pitchfork,1,81488,720111.0,Traditional Media
Pittsburgh Dad,1,186178,147990.0,Youtuber
Pixielocks,3,27004,171811.0,Youtuber
Plasma Channel,2,4602,6120.0,Youtuber
PlayOverwatch,3,985287,2252103.0,Commercial
PlayStation,1,938603,6392659.0,Commercial
PointlessBlogVlogs,1,430932,4097105.0,Youtuber
Polyphonic,1,138563,198966.0,Youtuber
Pomegranate Sunshine,1,65758,422.0,Conventional Viral
Pop & Sports HQ,1,305899,15015.0,Youtuber
Popcorn with Peter Travers,1,86360,16391.0,Traditional Media
Poppy,4,404475,0.0,Youtuber
Popular Woodworking,1,34650,107718.0,Commercial
Portugal. The Man,3,93035,402523.0,Music
PostmodernJukebox,2,194267,3292548.0,Music
Practical Engineering,2,148709,474455.0,Youtuber
PrettyMuchVEVO,2,107380,214785.0,Music
Prime Video,1,1421492,135383.0,Movie Trailer
Primitive Technology,3,3144758,7412758.0,Youtuber
Prince Marcus,1,5876,1185.0,Conventional Viral
PrincessPiaMiaVEVO,1,102357,1008419.0,Music
ProZD,4,740112,1198769.0,Youtuber
PsychoSoprano,2,470916,5436226.0,Youtuber
QUARTZ,1,65409,53.0,Traditional Media
Quad9 DNS,1,4759,273.0,Conventional Viral
Queen Naija,3,2699316,1875951.0,Youtuber
Quicken Loans,1,83386,7510.0,Commercial
R3HAB,2,293814,785648.0,Music
RAP DAILY,1,283379,0.0,Music
REACT,14,796529,8955718.0,Youtuber
RESSENCE WATCHES,1,10731,0.0,Commercial
RM Videos,12,81922,100966.0,Youtuber
ROME REPORTS in English,1,8128,72566.0,Traditional Media
RZSS Highland Wildlife Park,1,3393,413.0,Conventional Viral
Rachel and Jun,1,1098897,1361647.0,Youtuber
RachelPlattenVEVO,1,33887,1169430.0,Music
Rachelleea,1,10881,511722.0,Youtuber
RackaRacka,1,1133142,4563294.0,Youtuber
Radio Andy,1,36270,1976.0,Traditional Media
Radio Physics and Electronics,1,3287,1626.0,Youtuber
Radovan Lazic,1,1136686,16644.0,Music
RagnBoneManVEVO,1,67815,1486849.0,Music
Rainer Hilland,1,19575,31.0,Conventional Viral
Rainsford,1,6593,1011.0,Music
Ram Trucks,2,1534871,59163.0,Commercial
Ranz Kyle,3,288131,3919412.0,Music
Rapid Trailer,2,260295,174845.0,Movie Trailer
Rappler,1,59466,261852.0,Traditional Media
RawBeautyKristi,1,75912,340914.0,Youtuber
Rclbeauty101,1,467983,12985195.0,Youtuber
Reach Records,1,21193,557176.0,Music
Real Engineering,1,539560,934871.0,Youtuber
Real Madrid C.F.,2,503325,2869728.0,Traditional Media
Real World Records,1,14311,24473.0,Music
RealLifeLore,4,543355,1904153.0,Youtuber
Rebel Wilson,1,6624,3538.0,Traditional Media
Recode,1,28626,91793.0,Traditional Media
Recording Academy / GRAMMYs,2,358526,344462.0,Traditional Media
Red Bull,9,553310,6928375.0,Commercial
Red Bull Records,1,5226,508834.0,Music
Red Robot - Intelligent Distribution,1,84474,7327.0,Commercial
RedCurtainEnt,1,1314250,2865.0,Conventional Viral
Redline Reviews,1,96774,361259.0,Youtuber
Refinery29,40,61389,890739.0,Traditional Media
Rella On the radio,1,720285,959.0,Conventional Viral
RemyMaVEVO,4,676781,106500.0,Music
Renault Sport,1,54198,33377.0,Commercial
Represent.Us,1,11023,33661.0,Traditional Media
RetroManCave,2,12964,31169.0,Youtuber
Revolt TV,1,847289,251492.0,Youtuber
Ricky Dillon,1,351073,3338378.0,Youtuber
RickyMartinVEVO,1,216607,4145654.0,Music
RihannaNavyVevo,1,10754,2232.0,Music
Rise,1,23819,2495.0,Traditional Media
Rita Ora,2,1430352,530742.0,Music
Roadshow,1,49536,108136.0,Youtuber
Rob Bliss,1,466511,30383.0,Youtuber
Rob Scallon,3,288742,1326686.0,Youtuber
Rock & Roll Hall of Fame,1,5625,246647.0,Traditional Media
"Rock me, Joey Santiago.",1,94088,442.0,Conventional Viral
RocketJump Film School,1,22294,440035.0,Youtuber
RomanAtwoodVlogs,2,1814499,14351304.0,Youtuber
Rooster Teeth,4,395528,9441487.0,Youtuber
Rosanna Pansino,12,423365,9680325.0,Youtuber
Ross Kempsell,1,2975,579.0,Youtuber
Roy Moore for Senate,1,51139,2037.0,Traditional Media
Royal Academy of Arts,1,17164,6809.0,Traditional Media
Royal Blood,1,56553,314490.0,Music
Rudimental,3,357397,924651.0,Music
Rudy Mancuso,8,1486904,4198824.4,Youtuber
Russell Howard,1,516045,550888.0,Traditional Media
Ryan,1,241409,2818.0,Conventional Viral
Ryan Calme,1,159679,2147.0,Conventional Viral
Ryan Canty,1,563246,3232.0,Conventional Viral
Ryan Davidson,1,62484,198.0,Conventional Viral
Ryan Is Driving,1,592963,387120.0,Youtuber
Ryan Northover,1,24200,4831.0,Conventional Viral
Ryan Williams,1,74609,720787.0,Youtuber
Ryland Adams,2,1208189,1728339.0,Youtuber
SB Nation,3,237414,215432.0,Traditional Media
SHOWTIME,1,546964,329821.0,Traditional Media
SHOWTIME Sports,2,165046,488563.0,Traditional Media
SIRAH,1,18317,19944.0,Music
SKITTLESbrand,2,32090,0.0,Commercial
SMTOWN,11,2978545,13551673.0,Music
SPORTSNET,3,101089,141085.0,Traditional Media
SR Trailers and Interviews,1,9812,0.0,Movie Trailer
SRAM MTB,1,53923,55118.0,Youtuber
STX Entertainment,2,1301665,92155.0,Traditional Media
SUPERFRUIT,3,354659,2545188.0,Music
SZAVEVO,3,1466427,771269.0,Music
Safiya Nygaard,18,2723984,4169227.0,Youtuber
SaggyJ,1,151917,2308.0,Conventional Viral
Sailing La Vagabonde,1,182778,375617.0,Youtuber
Sailor J,6,99310,232414.0,Youtuber
Saint Louis Chess Club,3,96662,147718.0,Youtuber
Sam Chui,1,1126715,398881.0,Youtuber
Sam Sheffer,1,47385,147934.0,Youtuber
SamSmithWorldVEVO,3,866778,7528728.0,Music
Samantha Maria,2,64516,1838832.0,Youtuber
Samsung,1,1868552,2503648.0,Commercial
Samsung Mobile USA,1,52154,858335.0,Commercial
Sara Dietschy,5,48103,314532.0,Youtuber
Sarasota Police Department,1,1338,738.0,Traditional Media
Saskatchewan Rush,1,2025,1064.0,Traditional Media
Saturday Night Live,35,1298101,5293475.19047619,Traditional Media
Sauber F1 Team,1,119235,55338.0,Traditional Media
Saved By The Max,1,2078,239.0,Conventional Viral
SciShow,26,202152,4853444.0,Youtuber
Science Magazine,2,1138525,71186.0,Traditional Media
Science vs Cinema,1,6320,54473.0,Youtuber
Scott Manley,1,48505,692776.0,Youtuber
Scotty Sire,1,488580,1818318.0,Youtuber
ScottyMcCreeryVEVO,1,46683,302529.0,Music
Screen Junkies,25,1111382,6366779.0,Youtuber
ScreenJunkies News,11,48803,1521403.0,Youtuber
ScreenPrism,4,108416,284965.0,Traditional Media
SeanPaulVEVO,1,243220,1035708.0,Music
See You Yang,1,124877,89.0,Conventional Viral
SelenaGomezVEVO,3,3620076,15648088.0,Music
Senator Chris Murphy,1,16080,1041.0,Traditional Media
Seonkyoung Longest,1,13596,635670.0,Youtuber
Sesame Street,1,318249,3412673.0,Traditional Media
Seth's Bike Hacks,1,183149,623787.0,Youtuber
Sevdaliza,1,90206,153622.0,Music
Shaaanxo,1,178832,3129087.0,Youtuber
Shade 45,1,26393,1894.0,Traditional Media
Shameless Maya,2,100979,1095997.0,Youtuber
Shantell Martin,1,42336,57809.0,Traditional Media
Shawn Johnson East,2,297203,511999.0,Youtuber
ShawnMendesVEVO,5,1599466,11639643.0,Music
Shay Mitchell,2,1885595,3112713.0,Youtuber
Sherylcrow,1,41174,17397.0,Traditional Media
Shesez,1,300203,331538.0,Youtuber
ShibSibs,1,107663,151756.0,Youtuber
Shmee150,1,298744,1193570.0,Commercial
Shoshana Bean,2,97472,24589.0,Youtuber
Shyrynne,1,1035381,1175.0,Conventional Viral
SiaVEVO,7,1477637,10530112.0,Music
Sieuwe Elferink,1,4168,10.0,Conventional Viral
SigridVEVO,4,240409,198433.0,Music
Simon and Martina,4,151292,1319982.0,Youtuber
Simon's Cat,13,212000,4673210.0,Youtuber
Simone Giertz,7,480225,946822.0,Youtuber
Simply Nailogical,12,1961950,5008492.0,Youtuber
Simply Not Logical,3,617598,1889896.0,Youtuber
Single Shot,1,920,3395.0,Conventional Viral
SiriusXM,2,9119,471492.0,Traditional Media
Skelly Robot,1,4767,53.0,Conventional Viral
Slednecks,1,4442,8393.0,Youtuber
Slooh,1,269906,0.0,Youtuber
SmarterEveryDay,3,506907,5495041.0,Youtuber
Smequle,1,22835,100331.0,Youtuber
Smosh,16,947197,22919161.0,Youtuber
Smyang Piano,1,33211,672714.0,Music
Snapchat,1,867588,163858.0,Commercial
SnekTek,1,61317,1217.0,Conventional Viral
SnoopDoggVEVO,2,169859,2116714.0,Music
So I Had This Idea...,1,97217,1101.0,Conventional Viral
Solid Gold Aquatics,1,176544,236380.0,Youtuber
Song Of Style,1,23405,249389.0,Youtuber
Sony Pictures Entertainment,10,5286249,1869690.0,Movie Trailer
Sound Bites,1,13845,6098.0,Conventional Viral
Southwest Florida Eagle Cam,1,95988,89546.0,Youtuber
SpaceX,10,1746767,1659145.0,Commercial
Sparkee Music,1,59297,2832.0,Music
Special Books by Special Kids,2,39833,366224.0,Youtuber
Specialized Bicycles,1,45844,264592.0,Commercial
Spectrum Haleskarth,1,5997,11.0,Conventional Viral
Speks,1,2178,154.0,Conventional Viral
Spinach Dippa,1,56197,122.0,Conventional Viral
Sport Hub,1,4206,0.0,Youtuber
Sports Illustrated,1,34997,142387.0,Commercial
Spotify,1,20646,187603.0,Commercial
Sprinkleofglitter,3,435052,2609997.0,Youtuber
Sprint,1,637000,62125.0,Commercial
Squarespace,1,378593,23963.0,Commercial
Squirrel Monkey,1,45052,23510.0,Youtuber
Srinath .S,1,87105,93.0,Conventional Viral
Sriram Murali,1,7938,693.0,Conventional Viral
StanDrawsSpaceships,1,164800,14403.0,Youtuber
Star Wars,15,1429360,2516341.0,Traditional Media
Star Wars Coffee,1,16031,16235.0,Commercial
Star Wars HQ,1,127452,719445.0,Youtuber
Steeper33,1,63007,20776.0,Youtuber
Stefany Gonzalez,1,11630,55.0,Conventional Viral
Step Up: High Water,1,238647,340041.0,Traditional Media
Steve Kovach,1,2259,325.0,Conventional Viral
Steve TV Show,2,44159,1789052.0,Traditional Media
Stewart Brand,1,6412,1319.0,Conventional Viral
StingVEVO,1,101310,434823.0,Music
StorrorBlog,1,665163,935362.0,Youtuber
StoryCorps,1,26282,212068.0,Youtuber
Storyful News,1,244532,49239.0,Traditional Media
Strange Parts,2,250906,543377.0,Youtuber
Stratolaunch,1,106360,1303.0,Commercial
Street Speed 717,1,229570,654874.0,Youtuber
Strictly Dumpling,5,456040,1045509.0,Youtuber
Studio C,6,317852,1760515.0,Traditional Media
StudiocanalUK,1,21573,59581.0,Movie Trailer
Sufficiently Advanced,1,104510,516797.0,Youtuber
Sugar Pine 7,3,204419,1092632.0,Youtuber
SugarlandVEVO,2,334901,318614.0,Music
Summit,1,4009,3152.0,Youtuber
Summoning Salt,1,312354,204181.0,Youtuber
SuperCarlinBrothers,3,241696,1545575.0,Youtuber
SuperwomanVlogs,3,138554,2404615.0,Youtuber
SupremeSounds,1,443055,63942.0,Music
Swish Daily,1,731035,16988.0,Traditional Media
Sylvia Gani,3,552924,1827249.0,Youtuber
Symon,1,59638,0.0,Music
Syracuse Orange,1,12994,11943.0,Traditional Media
T-Mobile,2,869876,160720.0,Commercial
TBS,4,595553,394290.0,Traditional Media
TDAmeritrade,1,3831,13873.0,Commercial
TED,3,84282,9314118.0,Traditional Media
TED-Ed,22,249188,6091542.0,Youtuber
TIME,12,272864,328272.0,Traditional Media
TMZ,11,466386,2786000.0,Traditional Media
TMZSports,2,1982776,315105.0,Traditional Media
TNT,2,33113,119464.0,Traditional Media
TODAY,20,337074,630508.0,Traditional Media
TRL,2,406315,191810.0,Traditional Media
TRYANGLE FILMS,1,4196683,350178.0,Youtuber
TSN Tube,1,141052,62347.0,Youtuber
TV One,1,157494,69011.0,Traditional Media
TV Promos,5,139532,666565.0,Movie Trailer
Talks at Google,1,53000,704100.0,Traditional Media
Tamar Chronicles,1,451356,19264.0,Traditional Media
Tamika Hall,1,4970,2124.0,Youtuber
Tanner Braungardt,1,1803724,3892880.0,Youtuber
Tanya Burr,2,407628,3694131.0,Traditional Media
Tasty,28,812419,6205584.0,Youtuber
Tati,15,619654,3887047.0,Youtuber
Taylor Alexander,1,5584,374.0,Conventional Viral
Taylor Nicole Dean,4,378875,1176502.0,Youtuber
Taylor R,1,124439,807139.0,Youtuber
Taylor Swift,3,224157,2114165.0,Music
TaylorSwiftVEVO,4,7682388,27907431.0,Music
Team Coco,16,685056,5600865.0,Traditional Media
Team Edge,6,1108443,3719925.0,Youtuber
Tech Insider,8,245309,1420833.0,Traditional Media
TechCrunch,2,152333,338234.0,Commercial
TechRax,3,1076048,6012684.0,Youtuber
TechSmartt,3,857624,2660316.0,Youtuber
Techmoan,1,116907,614764.0,Youtuber
Technology Connections,1,111825,72994.0,Youtuber
Techquickie,1,230223,1980988.0,Youtuber
Teen Vogue,7,183886,833314.0,Traditional Media
Tegan and Sara,1,5258,250147.0,Music
Tentmaker Pictures,1,2068,45.0,Youtuber
Terrormink,1,11384,209.0,Conventional Viral
Tessa Violet,2,66202,1165294.0,Music
Tested,3,162542,3188804.0,Youtuber
That Japanese Man Yuta,1,1111674,527371.0,Youtuber
The 2x Family,1,983779,1886581.0,Youtuber
The ACE Family,1,4990782,5975627.0,Youtuber
The Action Lab,4,3563379,787905.0,Youtuber
The Alex Jones Channel,2,62216,2297122.0,Traditional Media
The Angie Martinez Show,1,22108,0.0,Traditional Media
The Anna Edit,1,112510,449860.0,Youtuber
The Atlantic,3,18175,93238.0,Traditional Media
The Bachelor Insider,1,59833,14080.0,Traditional Media
The Bella Twins,2,301545,1230902.0,Youtuber
The CGBros,1,24543,1943512.0,Youtuber
The CW Television Network,6,190481,1011350.0,Traditional Media
The Cincinnati Zoo & Botanical Garden,1,50547,81399.0,Youtuber
The Cuddle Squad,2,60161,1013.0,Conventional Viral
The Current Source,1,3391,3119.0,Conventional Viral
The Daily Show with Trevor Noah,10,719562,2940431.0,Traditional Media
The Deal Guy,2,85521,416583.0,Traditional Media
The Dodo,18,303793,1062478.0,Traditional Media
The Film Theorists,12,1994288,6039808.0,Youtuber
The Food Ranger,6,425855,1443945.0,Youtuber
The Graham Norton Show,15,943099,1676098.0,Traditional Media
The Grand Tour,4,403726,739264.0,Traditional Media
The Hollywood Reporter,7,64317,333336.0,Traditional Media
The Inertia,1,65371,17610.0,Traditional Media
The Infographics Show,10,325935,1607518.0,Youtuber
The Key of Awesome,1,211001,5355670.0,Youtuber
The King of Random,21,616563,9133669.0,Youtuber
The Late Late Show with James Corden,46,1106658,13609192.346153846,Traditional Media
The Late Show with Stephen Colbert,58,598374,3965373.0,Traditional Media
The Lore Master,1,113048,449092.0,Youtuber
The Modern Rogue,1,151574,561122.0,Youtuber
The New York Times,17,142533,1186609.0,Traditional Media
The New Yorker,2,1883102,157379.0,Traditional Media
The Nocturnal Alchemist,1,1833,0.0,Conventional Viral
The Office US,1,200060,355375.0,Traditional Media
The Ohana Adventure,2,66028,1201497.0,Youtuber
The Orchard Movies,2,210816,36209.0,Movie Trailer
The Oregonian,1,194519,38188.0,Traditional Media
The Pet Collective,1,38257,1246106.0,Youtuber
The Players' Tribune,1,12352,0.0,Traditional Media
The Real Daytime,5,166483,1131789.0,Traditional Media
The Ringer,1,14865,36826.0,Traditional Media
The Rock,1,47974,2823910.0,Traditional Media
The Royal Family,1,1379675,215081.0,Traditional Media
The Royal Family Channel,5,136416,140672.0,Traditional Media
The Royal Ocean Film Society,1,25096,98952.0,Youtuber
The Scam On Demand,1,1591,143.0,Conventional Viral
The School of Life,9,142682,3331145.0,Youtuber
The Scran Line,8,28463,387825.0,Youtuber
The Slow Mo Guys,18,1291600,10647755.0,Youtuber
The Sports King,1,15117,104.0,Conventional Viral
The Square to Spare,1,45164,287837.0,Youtuber
The Sydney Morning Herald,1,2785,5459.0,Traditional Media
The Talk,4,81097,73487.0,Traditional Media
The Telegraph,1,279561,334321.0,Traditional Media
The Thought Emporium,1,82752,54970.0,Youtuber
The Tommy Edison Experience,1,19261,601630.0,Youtuber
The Tonight Show Starring Jimmy Fallon,72,747330,15771066.18367347,Traditional Media
The Unipiper,1,35372,17190.0,Youtuber
The University of Chicago,1,7188,32678.0,Traditional Media
The Valleyfolk,2,179848,196348.0,Youtuber
The Verge,18,392920,1819334.0,Traditional Media
The View,18,214457,381328.86666666664,Traditional Media
The Voice,18,561376,5808435.4,Traditional Media
The Warp Zone,1,44851,1997141.0,Youtuber
The Weather Channel,1,60509,245120.0,Traditional Media
The White House,2,144212,1036582.0,Traditional Media
The X Factor UK,2,653186,6278831.0,Traditional Media
The king of DIY,2,176798,725479.0,Youtuber
TheAngryGrandpaShow,2,3531622,3829433.0,Youtuber
TheBackyardScientist,1,588908,3299643.0,Youtuber
TheBeatlesVEVO,1,300775,1283207.0,Music
TheCubician,1,95697,776.0,Conventional Viral
TheEllenShow,74,966796,23760020.0,Traditional Media
TheGracieC,1,51932,8.0,Conventional Viral
TheHoonigans,1,321245,1418025.0,Conventional Viral
TheJuicyJVEVO,1,121274,892807.0,Music
TheKillersVEVO,1,177747,1428394.0,Music
TheMeanKitty,2,244192,561797.0,Youtuber
TheOdd1sOut,1,3411062,6200702.0,Youtuber
ThePianoGuys,1,150941,5990470.0,Youtuber
TheReportOfTheWeek,6,420724,770330.0,Youtuber
TheScriptVEVO,3,95690,2475056.0,Music
TheSorryGirls,4,129177,1217638.0,Youtuber
TheTimTracker,3,96636,345366.0,Youtuber
TheUnlockr,1,7973,457671.0,Youtuber
TheVampsVEVO,1,91620,2319958.0,Music
Theme Park Review,1,29017,1069645.0,Youtuber
Third Leg Studios,2,92233,42942.0,Youtuber
ThirtySecondsToMarsVEVO,2,1052581,2126409.0,Music
This Is Us,2,172201,76785.0,Traditional Media
This Morning,1,198437,591802.0,Traditional Media
ThisDustIn,1,59352,6302.0,Youtuber
Thomas Sanders,4,149171,2496693.0,Youtuber
Thomas Sebastian,1,3788,471.0,Conventional Viral
ThomasRhettVEVO,1,851835,723866.0,Music
ThreadBanger,9,738448,3877691.0,Youtuber
ThreeDaysGraceVEVO,1,239907,1822800.0,Music
Tia Mowry's Quick Fix,2,333576,254827.0,Youtuber
Tide,1,671618,115478.0,Commercial
TiffyQuake,2,22772,1325186.0,Youtuber
Tim Barrett,1,26185,1018.0,Youtuber
Tim Gray,1,87357,5207.0,Movie Trailer
TimandFaithVEVO,1,18346,59665.0,Music
Tina Nguyen,1,16823,1588.0,Youtuber
Tina Yong,3,348023,2096573.0,Youtuber
TinasheOfficialVEVO,3,992245,1095121.0,Music
TobyMacVEVO,1,99535,464483.0,Music
Today I Found Out,5,310658,1329951.0,Youtuber
Tom Daley,2,30181,571111.0,Youtuber
Tom Harlock,1,71264,560026.0,Youtuber
Tom Scott,24,313252,1096490.0,Youtuber
Tom Stanton,3,92409,71451.0,Youtuber
Tom Thum,1,18229,279564.0,Youtuber
ToniBraxtonVEVO,2,528906,722046.0,Music
Tony Baker Comedy,1,27499,46577.0,Youtuber
Tony Berza,1,31576,5760.0,Conventional Viral
Top Korean News,1,168675,0.0,Traditional Media
TopClips247,1,740553,206406.0,Youtuber
Topi The Corgi,3,26987,48569.0,Youtuber
Topic,1,11054,20905.0,Music
Torm place,1,26495,84.0,Conventional Viral
Total Combat,1,1722,45196.0,Traditional Media
ToveLoVEVO,1,126419,2327668.0,Music
Townsends,2,35655,489630.0,Youtuber
Toyota Global,1,64002,51039.0,Commercial
Toyota USA,1,33447,235454.0,Commercial
Tpindell,1,218992,2280407.0,Youtuber
Trace Cyrus,1,76871,4826.0,Music
TraceyThornVEVO,1,9395,1959.0,Music
Trailers Promos Teasers,2,60649,18000.0,Movie Trailer
TrainVEVO,1,30021,970542.0,Music
Trevor Moran,1,553866,1472846.0,Youtuber
Trevor Wallace,1,6335,39234.0,Youtuber
TromaMovies,1,265204,290597.0,Youtuber
Troom Troom,2,2795627,4367461.0,Youtuber
Troye Sivan,1,349419,4527765.0,Music
TroyeSivanVEVO,7,828085,2791783.0,Music
Tryst Network,1,36744,0.0,Traditional Media
Tucker Gott,1,175852,570857.0,Youtuber
Turbo Conquering Mega Eagle,1,17592,10233.0,Youtuber
TurboTax,2,257320,30030.0,Commercial
Turkish Airlines,1,936185,229583.0,Commercial
Turn10Studios,1,20986,58916.0,Movie Trailer
Twin Shadow,1,21254,20723.0,Music
Tyler Oakley,7,100383,7833372.0,Youtuber
Tyler Stalman,3,62267,70984.0,Youtuber
Tyler Williams,2,727844,547671.0,Youtuber
U.S. Navy,1,105058,85555.0,Commercial
U2VEVO,4,76707,1060292.0,Music
UCAN Zippers USA,1,4321,11233.0,Commercial
UFC - Ultimate Fighting Championship,3,291664,4381391.0,Traditional Media
UJ,1,53942,17.0,Conventional Viral
USA TODAY,8,38183,521239.0,Traditional Media
Ultra Music,2,494303,10467649.0,Music
Unbox Therapy,9,2216412,10286333.0,Youtuber
Unique Vibes,1,4938,26249.0,Music
United Launch Alliance,2,144785,25210.0,Commercial
Universal Pictures,14,3004366,1446544.0,Movie Trailer
University of Rochester EEOC Complainants,1,884,4.0,Conventional Viral
UrAvgConsumer,1,259918,1737809.0,Youtuber
Us Weekly,1,31829,0.0,Traditional Media
Useless Duck Company,1,42737,93900.0,Conventional Viral
VICE,2,239967,8878618.0,Traditional Media
VICE News,4,124179,2727992.0,Traditional Media
VICELAND,2,146543,958004.0,Traditional Media
VOsprey22,1,2460,16.0,Conventional Viral
Valk Aviation,1,571588,5342.0,Conventional Viral
Vance Joy,2,163810,267308.0,Music
Vanity Fair,22,347166,640271.0,Traditional Media
Variety,6,187750,230720.0,Traditional Media
Vat19Nvjds,1,14967,13362.0,Youtuber
Veritasium,2,536326,4651800.0,Youtuber
Verizon,2,1321193,114505.0,Commercial
Vet Ranch,1,295258,2058497.0,Youtuber
Vevo,1,4866576,16230407.0,Music
Vic Dibitetto,1,88878,125415.0,Traditional Media
Victoria's Secret,1,211403,1471450.0,Commercial
VidCon,1,133433,187094.0,Youtuber
Video Library,1,12212,1697.0,Conventional Viral
VideoGameAds,1,3791,2352.0,Movie Trailer
Vinheteiro,1,134931,1508778.0,Youtuber
Violin MD,1,16370,64575.0,Youtuber
Viral Paws,1,6018,48112.0,Youtuber
ViralHog,14,63480,282774.0,Youtuber
Viva La Dirt League,1,50014,319685.0,Youtuber
Vlogs By DK4L,1,316768,1662479.0,Youtuber
Vogue,25,697193,2188912.0,Traditional Media
Voicebot,1,2869,36.0,Conventional Viral
Voltfolio,1,2604,49.0,Conventional Viral
Vostok.bike,1,1118,52.0,Commercial
Vote The Process,1,88257,32.0,Conventional Viral
Vox,47,485457,3808198.0,Traditional Media
Vsauce2,2,549388,3817045.0,Youtuber
WE tv,2,10634,170646.0,Traditional Media
WFLA News Channel 8,1,69716,16771.0,Traditional Media
WGA West,1,12963,5829.0,Traditional Media
WHAT'S INSIDE? FAMILY,2,84414,745912.0,Youtuber
WIRED,26,704932,1866109.0,Traditional Media
WLKY News Louisville,1,6685,22218.0,Traditional Media
WOWPresents,9,202724,928880.0,Youtuber
WQAD News 8,1,6982,342.0,Traditional Media
WTHR,1,11484,13202.0,Traditional Media
WWE,34,1788304,23182596.0,Traditional Media
WXYZ-TV Detroit | Channel 7,1,215733,121989.0,Traditional Media
Walking With Giants,1,10765,744307.0,Youtuber
Wall Street Journal,2,55509,779018.0,Traditional Media
Wallows,1,22580,30262.0,Music
Walt Disney Animation Studios,2,3246662,2947234.0,Commercial
Warner Bros. Pictures,24,1816729,5029965.0,Movie Trailer
Warner Bros. UK,1,159782,521599.0,Movie Trailer
Washington Post,27,181788,243135.45833333334,Traditional Media
Wassabi Productions,2,717201,10035854.0,Youtuber
Watch What Happens Live with Andy Cohen,21,116847,348382.0,Traditional Media
Waterjet Channel,4,601407,488286.0,Commercial
Waymo,1,161040,18298.0,Commercial
WeatherTech,1,179610,4733.0,Commercial
Wendover Productions,7,443332,1120982.0,Youtuber
Wendy Williams,8,341112,1624384.0,Traditional Media
Wendy's,1,124022,77508.0,Commercial
Wengie,1,1048933,10719785.0,Youtuber
West Midlands Police,1,167753,15523.0,Conventional Viral
What I've Learned,1,182250,437483.0,Youtuber
What's Inside?,7,595415,5376647.0,Youtuber
WhatCulture Wrestling,1,309747,1327629.0,Traditional Media
WhatsApp Wacky,1,2585,15.0,Conventional Viral
WhatsUpMoms,1,262626,2026003.0,Youtuber
Whistle Sports,1,1820947,1033788.0,Traditional Media
Whitney Avalon,1,15307,1314628.0,Youtuber
Whitney Port,1,55398,71090.0,Youtuber
Why Don't We,1,626351,1593332.0,Music
Whyte Foxx Music Videos & More,1,33285,268.0,Music
WildTurkeyBourbon,1,21194,4537.0,Commercial
Will Darbyshire,1,23116,693230.0,Youtuber
Will Smith,9,669873,1107952.0,Traditional Media
William Osman,11,273290,417019.0,Youtuber
Wintergatan,1,183331,880711.0,Youtuber
Wix.com,1,229709,75164.0,Commercial
Wong Fu Productions,6,233085,3063323.0,Youtuber
World Eyes,1,10358,13.0,Traditional Media
Writers Guild of America East,1,23866,870.0,Traditional Media
X Factor Italia,1,199429,359287.0,Traditional Media
X Games,2,35701,559923.0,Traditional Media
XAmbassadorsVEVO,2,85555,659876.0,Music
XFL,1,24203,3718.0,Traditional Media
Xbox,1,48735,2390960.0,Commercial
XenonJohn,1,15745,833.0,Conventional Viral
Xscape - Topic,1,24972,10263.0,Music
YBF Chic,4,3084,4380.0,Conventional Viral
YTN NEWS,1,52869,499159.0,Traditional Media
Yes Theory,3,405930,1145860.0,Youtuber
Yoga With Adriene,1,265038,3264529.0,Youtuber
You Suck At Cooking,10,407914,1115811.0,Youtuber
YouTube Spotlight,3,8730781,27221198.0,Youtuber
Youtube Tea,2,38638,0.0,Conventional Viral
ZEDDVEVO,2,328524,4015047.0,Music
Zach Simmons,1,28371,12322.0,Music
Zebra Corner,1,902301,457094.0,Youtuber
Zendaya,1,545535,810427.0,Music
Zero Media,1,1751064,973496.0,Movie Trailer
Zoella,6,742134,12093428.0,Youtuber
adidas Football,1,1624478,1275884.0,Commercial
